built_age,current_energy_efficiency,environment_impact_current,energy_consumption_current,co2_emissions_current,lighting_cost_current,heating_cost_current,hot_water_cost_current
Pre-30s,42.0,43.0,400.0,5.0,81.0,1053.0,85.0
Pre-30s,60.0,53.0,245.0,13.0,197.0,2604.0,176.0
Post-30s,64.0,59.0,329.0,3.2,48.0,508.0,82.0
Post-30s,51.0,45.0,428.0,4.9,82.0,630.0,380.0
Pre-30s,52.0,48.0,271.0,8.0,90.0,1547.0,99.0
Pre-30s,67.0,60.0,235.0,6.1,96.0,1038.0,92.0
Pre-30s,29.0,33.0,644.0,5.0,57.0,832.0,374.0
Pre-30s,46.0,38.0,458.0,7.1,66.0,1254.0,113.0
Post-30s,61.0,53.0,318.0,5.8,71.0,1018.0,102.0
Pre-30s,1.0,15.0,768.0,15.0,132.0,3890.0,212.0
Pre-30s,30.0,23.0,531.0,20.0,133.0,3754.0,122.0
Pre-30s,64.0,45.0,196.0,8.6,87.0,1625.0,224.0
Pre-30s,60.0,44.0,262.0,6.2,86.0,661.0,257.0
Post-30s,42.0,49.0,359.0,5.3,80.0,717.0,312.0
Post-30s,68.0,62.0,220.0,6.2,145.0,1063.0,159.0
Pre-30s,61.0,55.0,216.0,7.9,164.0,1434.0,105.0
Post-30s,66.0,64.0,218.0,3.3,61.0,620.0,94.0
Post-30s,80.0,81.0,143.0,2.2,67.0,408.0,69.0
Pre-30s,43.0,41.0,460.0,4.5,33.0,781.0,83.0
Pre-30s,59.0,52.0,249.0,6.2,65.0,1127.0,100.0
Pre-30s,55.0,52.0,318.0,3.9,65.0,675.0,76.0
Pre-30s,65.0,61.0,277.0,3.8,75.0,688.0,113.0
Pre-30s,60.0,63.0,212.0,11.0,135.0,2965.0,609.0
Post-30s,66.0,65.0,225.0,3.0,74.0,428.0,135.0
Post-30s,74.0,74.0,198.0,2.2,69.0,300.0,104.0
Post-30s,68.0,64.0,258.0,4.0,71.0,688.0,79.0
Post-30s,60.0,53.0,332.0,5.6,118.0,1038.0,96.0
Pre-30s,37.0,36.0,436.0,9.0,109.0,1267.0,190.0
Pre-30s,52.0,42.0,351.0,10.0,170.0,1958.0,98.0
Post-30s,61.0,52.0,273.0,6.3,124.0,1146.0,111.0
Pre-30s,63.0,57.0,318.0,3.6,48.0,516.0,86.0
Post-30s,66.0,60.0,267.0,4.2,58.0,790.0,109.0
Pre-30s,38.0,31.0,342.0,14.0,179.0,1648.0,186.0
Pre-30s,29.0,41.0,508.0,5.5,110.0,1844.0,80.0
Post-30s,56.0,53.0,353.0,4.3,57.0,899.0,87.0
Post-30s,73.0,74.0,160.0,2.5,53.0,429.0,85.0
Pre-30s,56.0,46.0,370.0,5.2,57.0,900.0,113.0
Pre-30s,42.0,39.0,453.0,7.2,93.0,1499.0,101.0
Pre-30s,61.0,58.0,256.0,3.9,94.0,692.0,90.0
Pre-30s,47.0,39.0,465.0,8.3,127.0,1544.0,126.0
Pre-30s,50.0,47.0,359.0,4.5,69.0,783.0,80.0
Pre-30s,65.0,61.0,263.0,3.2,59.0,556.0,83.0
Post-30s,39.0,36.0,452.0,6.1,66.0,1153.0,114.0
Pre-30s,60.0,59.0,298.0,2.8,40.0,522.0,71.0
Pre-30s,63.0,61.0,252.0,3.3,73.0,641.0,93.0
Pre-30s,61.0,56.0,367.0,4.2,54.0,752.0,95.0
Pre-30s,65.0,56.0,254.0,6.6,99.0,1111.0,93.0
Pre-30s,65.0,60.0,279.0,4.6,72.0,834.0,89.0
Post-30s,71.0,67.0,227.0,3.3,69.0,446.0,95.0
Post-30s,69.0,68.0,226.0,3.0,78.0,569.0,118.0
Pre-30s,44.0,46.0,405.0,4.2,39.0,569.0,467.0
Pre-30s,55.0,51.0,311.0,4.3,80.0,711.0,79.0
Pre-30s,62.0,60.0,376.0,2.6,33.0,458.0,92.0
Post-30s,55.0,48.0,397.0,4.7,72.0,749.0,157.0
Pre-30s,31.0,51.0,482.0,4.5,101.0,1544.0,106.0
Post-30s,55.0,51.0,302.0,4.6,73.0,873.0,96.0
Pre-30s,44.0,35.0,403.0,14.0,177.0,2528.0,114.0
Pre-30s,58.0,51.0,248.0,7.2,103.0,1281.0,101.0
Post-30s,57.0,51.0,249.0,7.5,86.0,1469.0,113.0
Post-30s,60.0,54.0,333.0,4.3,73.0,808.0,102.0
Pre-30s,51.0,45.0,309.0,7.6,103.0,1553.0,88.0
Pre-30s,52.0,43.0,372.0,7.8,104.0,1438.0,124.0
Post-30s,66.0,63.0,320.0,3.8,57.0,652.0,88.0
Post-30s,66.0,66.0,223.0,2.9,87.0,545.0,99.0
Pre-30s,60.0,50.0,258.0,7.3,97.0,1325.0,138.0
,81.0,81.0,123.0,2.9,134.0,479.0,109.0
Post-30s,55.0,49.0,398.0,4.3,46.0,657.0,118.0
Pre-30s,64.0,64.0,346.0,2.4,59.0,431.0,68.0
Post-30s,69.0,69.0,207.0,2.5,40.0,492.0,86.0
,41.0,32.0,476.0,6.2,44.0,807.0,127.0
Post-30s,67.0,67.0,272.0,3.0,45.0,598.0,98.0
Post-30s,73.0,74.0,155.0,2.7,110.0,466.0,119.0
Pre-30s,29.0,26.0,545.0,13.0,96.0,2318.0,394.0
Pre-30s,38.0,35.0,471.0,6.5,99.0,1290.0,129.0
Pre-30s,62.0,57.0,314.0,3.9,97.0,712.0,101.0
Pre-30s,70.0,70.0,239.0,2.1,40.0,378.0,84.0
Pre-30s,70.0,69.0,181.0,3.0,73.0,542.0,93.0
Post-30s,55.0,45.0,358.0,5.7,91.0,928.0,99.0
Pre-30s,45.0,38.0,466.0,7.1,79.0,1337.0,100.0
Pre-30s,71.0,68.0,237.0,2.8,52.0,430.0,103.0
Pre-30s,52.0,49.0,333.0,4.8,105.0,933.0,111.0
Post-30s,55.0,52.0,371.0,4.7,73.0,916.0,118.0
Post-30s,69.0,64.0,284.0,2.9,34.0,411.0,91.0
Pre-30s,51.0,42.0,376.0,8.1,137.0,1478.0,112.0
Post-30s,58.0,51.0,369.0,5.4,80.0,947.0,93.0
Post-30s,68.0,65.0,184.0,4.4,108.0,829.0,116.0
Pre-30s,62.0,55.0,306.0,4.7,84.0,827.0,134.0
Post-30s,55.0,47.0,398.0,5.6,53.0,1051.0,129.0
Pre-30s,61.0,62.0,207.0,15.0,442.0,2312.0,208.0
Post-30s,69.0,68.0,240.0,2.8,90.0,501.0,100.0
Post-30s,70.0,68.0,222.0,3.1,85.0,544.0,93.0
Pre-30s,45.0,41.0,437.0,8.5,121.0,1704.0,111.0
Post-30s,58.0,51.0,320.0,5.6,63.0,835.0,103.0
Pre-30s,54.0,48.0,335.0,6.3,114.0,918.0,107.0
Post-30s,65.0,61.0,270.0,4.0,96.0,668.0,153.0
Post-30s,59.0,54.0,244.0,5.8,103.0,969.0,107.0
Post-30s,63.0,62.0,214.0,4.3,100.0,844.0,98.0
Post-30s,38.0,45.0,375.0,5.5,104.0,948.0,499.0
Post-30s,72.0,71.0,226.0,2.5,43.0,471.0,99.0
Pre-30s,36.0,32.0,426.0,8.6,90.0,1706.0,103.0
Post-30s,74.0,69.0,186.0,3.0,53.0,463.0,103.0
,107.0,106.0,-20.0,-0.7,106.0,942.0,349.0
Pre-30s,54.0,47.0,371.0,5.2,67.0,814.0,122.0
Pre-30s,57.0,53.0,296.0,4.1,59.0,813.0,94.0
Post-30s,62.0,56.0,311.0,4.0,82.0,616.0,112.0
Pre-30s,61.0,58.0,254.0,3.9,98.0,725.0,95.0
Pre-30s,53.0,45.0,378.0,6.4,118.0,1169.0,112.0
Pre-30s,45.0,45.0,373.0,7.6,128.0,1250.0,117.0
Pre-30s,20.0,17.0,618.0,15.0,78.0,2876.0,110.0
Post-30s,66.0,64.0,286.0,3.5,106.0,565.0,105.0
Pre-30s,61.0,60.0,282.0,2.9,50.0,497.0,72.0
Pre-30s,42.0,39.0,424.0,5.6,79.0,949.0,91.0
Post-30s,59.0,51.0,293.0,7.4,141.0,1322.0,140.0
Pre-30s,56.0,48.0,367.0,6.6,63.0,1263.0,111.0
Pre-30s,55.0,49.0,311.0,15.0,144.0,3100.0,177.0
Pre-30s,37.0,32.0,560.0,7.1,58.0,1062.0,117.0
Pre-30s,65.0,65.0,225.0,3.0,45.0,640.0,99.0
Pre-30s,54.0,47.0,357.0,4.9,71.0,866.0,89.0
Post-30s,49.0,42.0,462.0,5.3,72.0,913.0,76.0
Post-30s,65.0,60.0,311.0,3.2,53.0,517.0,86.0
Pre-30s,51.0,50.0,296.0,5.8,99.0,1220.0,136.0
Pre-30s,64.0,62.0,325.0,2.4,38.0,434.0,76.0
Pre-30s,57.0,46.0,295.0,12.0,195.0,2074.0,128.0
Post-30s,70.0,73.0,208.0,1.9,32.0,416.0,81.0
Pre-30s,36.0,9.0,785.0,29.9,176.0,3568.0,201.0
Post-30s,73.0,70.0,197.0,5.6,150.0,986.0,115.0
Post-30s,46.0,38.0,423.0,8.7,82.0,1642.0,133.0
Pre-30s,47.0,41.0,435.0,7.5,121.0,1401.0,107.0
Post-30s,62.0,61.0,307.0,3.0,52.0,515.0,78.0
Post-30s,46.0,43.0,376.0,5.4,95.0,769.0,378.0
Pre-30s,49.0,40.0,411.0,7.8,66.0,1495.0,117.0
,93.0,101.0,75.0,0.1,81.0,726.0,137.0
Post-30s,49.0,39.0,387.0,12.0,115.0,2256.0,212.0
Post-30s,64.0,59.0,297.0,4.6,83.0,846.0,87.0
Pre-30s,52.0,45.0,390.0,5.4,76.0,860.0,98.0
Pre-30s,56.0,52.0,297.0,4.4,45.0,805.0,89.0
Post-30s,78.0,76.0,141.0,3.9,156.0,651.0,116.0
Pre-30s,54.0,47.0,367.0,5.3,56.0,809.0,95.0
Pre-30s,34.0,29.0,691.0,7.4,57.0,1319.0,178.0
Post-30s,66.0,65.0,214.0,3.2,68.0,606.0,90.0
Post-30s,62.0,60.0,237.0,3.7,88.0,640.0,100.0
Post-30s,73.0,71.0,206.0,2.6,61.0,481.0,102.0
Pre-30s,67.0,67.0,223.0,2.6,54.0,462.0,84.0
Post-30s,60.0,54.0,351.0,3.8,53.0,551.0,134.0
Pre-30s,59.0,49.0,300.0,8.9,85.0,1722.0,100.0
Pre-30s,52.0,45.0,265.0,12.0,170.0,2333.0,118.0
Pre-30s,57.0,49.0,343.0,5.7,78.0,1082.0,114.0
Post-30s,69.0,68.0,181.0,3.4,85.0,545.0,89.0
Pre-30s,57.0,50.0,350.0,5.1,124.0,877.0,80.0
Pre-30s,50.0,44.0,317.0,6.8,73.0,1237.0,96.0
,76.0,73.0,174.0,2.9,54.0,390.0,145.0
Pre-30s,39.0,45.0,433.0,4.2,58.0,521.0,380.0
Post-30s,61.0,55.0,320.0,4.0,72.0,655.0,96.0
Post-30s,68.0,64.0,256.0,3.3,81.0,497.0,110.0
Post-30s,66.0,62.0,270.0,3.5,72.0,536.0,120.0
Pre-30s,40.0,37.0,394.0,7.7,106.0,1266.0,108.0
Post-30s,68.0,65.0,219.0,3.2,111.0,546.0,88.0
Post-30s,60.0,54.0,347.0,3.9,62.0,623.0,88.0
Pre-30s,53.0,46.0,372.0,6.2,119.0,1140.0,126.0
Pre-30s,62.0,53.0,266.0,8.3,126.0,1546.0,108.0
Post-30s,55.0,52.0,369.0,4.8,88.0,885.0,149.0
Pre-30s,70.0,67.0,252.0,3.5,81.0,604.0,97.0
Post-30s,67.0,66.0,248.0,3.5,95.0,683.0,106.0
Post-30s,65.0,60.0,293.0,4.1,100.0,693.0,92.0
Pre-30s,27.0,24.0,485.0,15.0,126.0,2574.0,172.0
Post-30s,67.0,63.0,221.0,5.1,145.0,735.0,134.0
Pre-30s,57.0,49.0,241.0,11.0,145.0,2052.0,111.0
Pre-30s,44.0,37.0,427.0,7.1,121.0,1319.0,111.0
Pre-30s,49.0,42.0,406.0,6.8,117.0,1254.0,108.0
Pre-30s,61.0,51.0,276.0,9.5,111.0,1595.0,101.0
Post-30s,66.0,66.0,217.0,3.0,68.0,451.0,184.0
Post-30s,68.0,62.0,199.0,5.4,128.0,961.0,116.0
Pre-30s,49.0,41.0,455.0,8.7,111.0,1568.0,115.0
Pre-30s,65.0,64.0,261.0,3.2,69.0,503.0,112.0
Post-30s,73.0,74.0,143.0,3.2,103.0,520.0,115.0
Pre-30s,53.0,47.0,269.0,8.9,142.0,1638.0,104.0
Post-30s,71.0,67.0,175.0,6.9,163.0,948.0,171.0
Pre-30s,42.0,35.0,341.0,12.0,137.0,1872.0,268.0
Pre-30s,42.0,41.0,414.0,6.9,91.0,910.0,99.0
Pre-30s,50.0,40.0,427.0,11.0,105.0,1739.0,138.0
Pre-30s,48.0,41.0,354.0,6.0,57.0,1039.0,116.0
Pre-30s,49.0,39.0,364.0,16.0,165.0,2800.0,199.0
Pre-30s,48.0,40.0,416.0,7.5,87.0,1404.0,119.0
Pre-30s,56.0,46.0,307.0,9.6,106.0,1626.0,207.0
Pre-30s,50.0,44.0,304.0,7.9,111.0,1248.0,102.0
Pre-30s,61.0,54.0,300.0,4.4,64.0,802.0,105.0
Post-30s,81.0,80.0,119.0,2.0,75.0,564.0,108.0
Post-30s,43.0,35.0,454.0,8.9,137.0,1411.0,282.0
Post-30s,69.0,68.0,213.0,3.3,77.0,505.0,120.0
Pre-30s,36.0,30.0,589.0,8.8,107.0,1645.0,107.0
Pre-30s,49.0,43.0,413.0,5.8,75.0,711.0,97.0
Pre-30s,47.0,40.0,429.0,7.4,118.0,1299.0,103.0
Pre-30s,47.0,41.0,310.0,10.0,120.0,1657.0,142.0
Post-30s,59.0,58.0,310.0,3.0,63.0,553.0,74.0
Pre-30s,44.0,38.0,459.0,6.5,65.0,1030.0,115.0
Pre-30s,60.0,55.0,242.0,5.3,100.0,838.0,93.0
Pre-30s,57.0,50.0,335.0,5.5,122.0,988.0,111.0
Pre-30s,58.0,50.0,227.0,12.0,192.0,2246.0,106.0
Pre-30s,37.0,31.0,549.0,8.2,81.0,1561.0,108.0
Pre-30s,53.0,52.0,323.0,6.0,97.0,1062.0,119.0
Pre-30s,53.0,48.0,422.0,5.9,56.0,1176.0,102.0
Post-30s,69.0,68.0,198.0,2.6,58.0,407.0,93.0
Post-30s,64.0,59.0,321.0,3.3,62.0,524.0,116.0
Pre-30s,53.0,47.0,376.0,5.2,71.0,774.0,113.0
Post-30s,69.0,68.0,188.0,3.1,49.0,504.0,142.0
Pre-30s,59.0,56.0,278.0,3.8,64.0,656.0,86.0
Post-30s,69.0,66.0,254.0,3.6,65.0,653.0,104.0
Post-30s,70.0,70.0,271.0,2.8,47.0,521.0,90.0
Pre-30s,51.0,42.0,400.0,12.0,82.0,2268.0,113.0
Pre-30s,49.0,40.0,362.0,9.9,114.0,1867.0,124.0
Pre-30s,63.0,61.0,196.0,6.2,77.0,1138.0,93.0
Pre-30s,56.0,52.0,291.0,4.5,59.0,764.0,84.0
Post-30s,50.0,43.0,433.0,5.3,36.0,720.0,188.0
Pre-30s,35.0,30.0,459.0,14.0,156.0,1946.0,177.0
Pre-30s,49.0,42.0,402.0,7.3,110.0,1346.0,109.0
Post-30s,61.0,59.0,273.0,3.2,57.0,550.0,79.0
Pre-30s,29.0,22.0,551.0,20.0,91.0,3443.0,393.0
Pre-30s,67.0,66.0,198.0,3.2,52.0,641.0,101.0
Pre-30s,70.0,69.0,255.0,2.4,45.0,457.0,87.0
Pre-30s,51.0,49.0,466.0,5.0,57.0,973.0,110.0
Pre-30s,56.0,51.0,406.0,3.8,84.0,674.0,86.0
Pre-30s,46.0,42.0,344.0,6.8,104.0,1267.0,104.0
Pre-30s,43.0,38.0,357.0,8.7,60.0,1283.0,274.0
Post-30s,65.0,58.0,298.0,5.4,62.0,1011.0,109.0
Post-30s,73.0,69.0,173.0,3.4,88.0,519.0,132.0
Post-30s,71.0,90.0,157.0,1.0,66.0,518.0,95.0
Pre-30s,58.0,53.0,270.0,4.8,56.0,961.0,104.0
Pre-30s,53.0,48.0,313.0,5.2,87.0,1010.0,105.0
Pre-30s,39.0,50.0,440.0,3.9,50.0,1338.0,73.0
Pre-30s,51.0,41.0,316.0,17.0,192.0,3134.0,146.0
Post-30s,66.0,65.0,218.0,3.1,92.0,565.0,99.0
Pre-30s,69.0,65.0,305.0,2.4,46.0,424.0,85.0
Pre-30s,41.0,16.0,404.0,15.0,78.0,1489.0,198.0
Pre-30s,45.0,35.0,393.0,15.0,154.0,2571.0,110.0
Pre-30s,50.0,48.0,343.0,4.5,79.0,810.0,64.0
Post-30s,74.0,72.0,143.0,4.0,140.0,717.0,110.0
Pre-30s,58.0,54.0,377.0,3.6,47.0,662.0,71.0
Post-30s,69.0,70.0,192.0,2.6,46.0,493.0,82.0
Pre-30s,46.0,40.0,483.0,5.4,60.0,760.0,90.0
Pre-30s,26.0,20.0,605.0,17.0,142.0,3139.0,155.0
Pre-30s,51.0,45.0,305.0,6.9,95.0,1103.0,100.0
Pre-30s,54.0,47.0,408.0,6.3,87.0,1177.0,98.0
Pre-30s,55.0,47.0,350.0,5.8,75.0,1047.0,102.0
Post-30s,81.0,80.0,102.0,2.9,126.0,610.0,115.0
Pre-30s,53.0,46.0,425.0,6.3,89.0,1165.0,94.0
Post-30s,69.0,65.0,255.0,3.1,54.0,378.0,141.0
Post-30s,69.0,66.0,211.0,3.2,111.0,519.0,114.0
Post-30s,74.0,75.0,197.0,2.9,54.0,594.0,87.0
Pre-30s,49.0,42.0,438.0,5.8,69.0,1087.0,100.0
Post-30s,71.0,69.0,225.0,3.5,79.0,620.0,95.0
Post-30s,81.0,79.0,166.0,1.7,46.0,284.0,95.0
Post-30s,71.0,70.0,189.0,2.9,127.0,460.0,100.0
Pre-30s,54.0,52.0,375.0,4.7,65.0,938.0,87.0
Pre-30s,61.0,60.0,303.0,2.7,28.0,499.0,70.0
Pre-30s,63.0,61.0,269.0,3.9,108.0,764.0,95.0
Pre-30s,59.0,52.0,352.0,6.0,124.0,1078.0,103.0
Pre-30s,65.0,64.0,242.0,2.9,49.0,496.0,76.0
Pre-30s,59.0,52.0,237.0,7.3,105.0,1218.0,93.0
Pre-30s,64.0,66.0,240.0,2.9,61.0,531.0,91.0
Pre-30s,44.0,41.0,462.0,5.1,75.0,976.0,110.0
Post-30s,42.0,39.0,411.0,5.8,81.0,994.0,93.0
Pre-30s,47.0,42.0,375.0,8.5,120.0,1698.0,120.0
Post-30s,67.0,65.0,269.0,3.0,89.0,528.0,101.0
Pre-30s,54.0,47.0,399.0,5.2,89.0,920.0,77.0
Post-30s,58.0,54.0,287.0,4.0,93.0,766.0,102.0
Pre-30s,44.0,36.0,431.0,9.7,141.0,1789.0,115.0
Post-30s,67.0,63.0,220.0,5.0,140.0,723.0,132.0
Post-30s,48.0,46.0,383.0,5.4,72.0,906.0,108.0
Post-30s,69.0,66.0,212.0,3.3,71.0,547.0,113.0
Pre-30s,54.0,47.0,271.0,7.1,75.0,1186.0,94.0
Pre-30s,50.0,42.0,429.0,5.9,75.0,1149.0,93.0
Post-30s,64.0,61.0,220.0,4.1,82.0,640.0,154.0
Pre-30s,51.0,45.0,381.0,5.7,55.0,841.0,125.0
Post-30s,63.0,60.0,239.0,3.8,51.0,663.0,191.0
Pre-30s,52.0,44.0,432.0,6.9,91.0,1286.0,112.0
Post-30s,56.0,50.0,350.0,5.0,75.0,651.0,137.0
Post-30s,68.0,63.0,242.0,3.3,105.0,522.0,94.0
Pre-30s,47.0,44.0,375.0,5.1,69.0,981.0,90.0
Post-30s,65.0,61.0,234.0,5.2,135.0,698.0,135.0
Post-30s,36.0,41.0,537.0,5.2,73.0,804.0,495.0
Post-30s,74.0,76.0,154.0,2.1,81.0,301.0,102.0
Post-30s,60.0,56.0,263.0,4.2,64.0,526.0,261.0
Post-30s,70.0,67.0,213.0,2.9,62.0,538.0,102.0
Pre-30s,57.0,51.0,322.0,5.1,99.0,760.0,120.0
Post-30s,59.0,56.0,260.0,7.4,127.0,936.0,138.0
Pre-30s,28.0,23.0,346.0,25.0,164.0,5136.0,277.0
Post-30s,76.0,78.0,140.0,1.9,85.0,342.0,86.0
Pre-30s,16.0,4.0,1324.0,16.0,135.0,3113.0,202.0
Pre-30s,55.0,50.0,372.0,4.4,57.0,563.0,78.0
Post-30s,73.0,70.0,187.0,3.5,108.0,482.0,122.0
Post-30s,86.0,85.0,113.0,1.2,33.0,165.0,68.0
Post-30s,39.0,35.0,486.0,8.1,113.0,1418.0,233.0
Post-30s,70.0,71.0,184.0,2.6,79.0,456.0,100.0
Post-30s,72.0,68.0,202.0,3.8,69.0,671.0,90.0
Pre-30s,52.0,45.0,394.0,6.0,81.0,1143.0,112.0
Post-30s,56.0,49.0,404.0,4.0,59.0,600.0,104.0
Post-30s,72.0,69.0,192.0,3.0,71.0,497.0,95.0
Pre-30s,57.0,50.0,384.0,6.4,97.0,1175.0,102.0
Pre-30s,56.0,58.0,295.0,3.8,66.0,781.0,90.0
Post-30s,67.0,62.0,272.0,3.4,75.0,504.0,92.0
Pre-30s,1.0,23.0,737.0,9.3,84.0,1877.0,696.0
Pre-30s,57.0,49.0,232.0,14.0,199.0,2509.0,101.0
Pre-30s,54.0,47.0,360.0,4.6,68.0,879.0,87.0
Pre-30s,52.0,42.0,368.0,8.6,93.0,1605.0,112.0
Post-30s,64.0,60.0,217.0,8.2,228.0,990.0,177.0
Pre-30s,67.0,67.0,245.0,4.2,115.0,841.0,111.0
Pre-30s,24.0,34.0,581.0,7.5,100.0,1933.0,98.0
Pre-30s,54.0,49.0,415.0,3.5,57.0,646.0,77.0
Post-30s,73.0,71.0,181.0,2.6,68.0,439.0,92.0
Pre-30s,41.0,35.0,616.0,7.4,72.0,1335.0,88.0
Pre-30s,65.0,62.0,200.0,4.4,121.0,735.0,113.0
Pre-30s,70.0,71.0,191.0,2.4,38.0,429.0,80.0
Post-30s,59.0,52.0,350.0,4.5,61.0,704.0,149.0
Pre-30s,53.0,46.0,402.0,4.9,60.0,737.0,94.0
Pre-30s,59.0,55.0,258.0,4.3,51.0,747.0,166.0
Post-30s,71.0,67.0,188.0,3.9,86.0,671.0,110.0
Pre-30s,59.0,54.0,239.0,5.4,113.0,914.0,93.0
Pre-30s,51.0,42.0,385.0,8.0,67.0,1504.0,115.0
Post-30s,51.0,47.0,349.0,4.6,46.0,787.0,83.0
Post-30s,20.0,23.0,804.0,11.0,102.0,1595.0,776.0
Post-30s,58.0,51.0,243.0,7.6,82.0,1147.0,221.0
Post-30s,61.0,58.0,254.0,4.0,50.0,693.0,159.0
Pre-30s,48.0,40.0,398.0,6.8,107.0,1260.0,124.0
Post-30s,27.0,39.0,472.0,7.0,69.0,1948.0,106.0
Pre-30s,53.0,48.0,289.0,9.9,156.0,1453.0,159.0
Pre-30s,36.0,36.0,549.0,5.7,56.0,791.0,90.0
Post-30s,58.0,52.0,321.0,5.1,72.0,641.0,84.0
Pre-30s,40.0,37.0,441.0,8.9,132.0,1768.0,111.0
Pre-30s,60.0,49.0,280.0,11.0,122.0,2099.0,144.0
Pre-30s,39.0,38.0,403.0,6.9,106.0,1349.0,95.0
Pre-30s,55.0,47.0,376.0,5.6,81.0,1010.0,103.0
Post-30s,57.0,48.0,237.0,13.0,110.0,2234.0,109.0
Pre-30s,56.0,48.0,349.0,6.3,101.0,1174.0,113.0
Pre-30s,63.0,61.0,236.0,3.7,96.0,641.0,101.0
Pre-30s,62.0,59.0,384.0,2.7,41.0,488.0,94.0
Pre-30s,45.0,44.0,414.0,5.5,55.0,953.0,113.0
Pre-30s,35.0,38.0,495.0,5.0,63.0,807.0,358.0
Pre-30s,57.0,50.0,348.0,5.0,101.0,908.0,104.0
Pre-30s,56.0,52.0,320.0,5.7,61.0,1157.0,109.0
Pre-30s,71.0,65.0,202.0,6.2,100.0,1071.0,114.0
Post-30s,75.0,70.0,169.0,5.7,86.0,992.0,141.0
Pre-30s,69.0,65.0,217.0,4.3,153.0,690.0,93.0
Pre-30s,53.0,47.0,421.0,4.4,84.0,765.0,90.0
Post-30s,60.0,54.0,311.0,4.7,91.0,724.0,112.0
Pre-30s,47.0,40.0,425.0,7.5,105.0,1420.0,116.0
Pre-30s,43.0,37.0,329.0,8.0,64.0,877.0,127.0
Pre-30s,54.0,48.0,265.0,8.4,149.0,1448.0,110.0
Pre-30s,58.0,54.0,282.0,4.1,45.0,766.0,90.0
Pre-30s,50.0,47.0,364.0,4.3,75.0,779.0,89.0
Post-30s,68.0,72.0,218.0,2.4,54.0,524.0,73.0
Pre-30s,47.0,40.0,441.0,6.7,95.0,1225.0,117.0
Pre-30s,43.0,40.0,480.0,5.8,59.0,1163.0,120.0
Pre-30s,43.0,28.0,774.0,9.3,73.0,1331.0,279.0
Post-30s,60.0,54.0,309.0,4.8,114.0,870.0,109.0
Pre-30s,56.0,49.0,357.0,5.2,108.0,954.0,111.0
Post-30s,72.0,68.0,216.0,4.7,85.0,747.0,160.0
Pre-30s,60.0,57.0,279.0,3.5,83.0,661.0,88.0
Post-30s,38.0,35.0,427.0,7.2,66.0,1020.0,327.0
Pre-30s,56.0,46.0,324.0,8.9,102.0,1669.0,114.0
Pre-30s,59.0,53.0,322.0,3.8,58.0,667.0,86.0
Post-30s,69.0,68.0,192.0,3.1,65.0,584.0,116.0
Pre-30s,41.0,33.0,452.0,12.0,120.0,2198.0,120.0
Pre-30s,5.0,1.0,762.0,24.0,74.0,1924.0,600.0
Post-30s,60.0,56.0,254.0,4.4,98.0,765.0,93.0
Post-30s,74.0,74.0,184.0,3.2,96.0,581.0,128.0
Pre-30s,65.0,64.0,243.0,2.9,46.0,595.0,90.0
Pre-30s,54.0,45.0,414.0,7.6,88.0,1425.0,126.0
Pre-30s,66.0,65.0,259.0,3.3,50.0,456.0,91.0
Post-30s,62.0,60.0,259.0,3.3,45.0,416.0,286.0
Pre-30s,52.0,41.0,379.0,6.8,62.0,1135.0,109.0
Post-30s,67.0,64.0,170.0,5.9,139.0,1052.0,97.0
Pre-30s,48.0,42.0,476.0,5.5,67.0,1038.0,91.0
Post-30s,68.0,65.0,178.0,4.7,111.0,737.0,117.0
Pre-30s,47.0,41.0,321.0,8.7,84.0,1447.0,117.0
Pre-30s,70.0,66.0,291.0,2.4,37.0,329.0,60.0
Post-30s,74.0,70.0,170.0,4.0,108.0,652.0,113.0
Post-30s,57.0,50.0,330.0,5.8,124.0,1035.0,117.0
Post-30s,64.0,59.0,237.0,6.2,118.0,870.0,161.0
Pre-30s,63.0,53.0,271.0,10.0,206.0,1736.0,107.0
,62.0,56.0,267.0,5.5,115.0,763.0,140.0
Pre-30s,64.0,63.0,252.0,2.9,70.0,489.0,83.0
Pre-30s,57.0,53.0,292.0,4.4,60.0,827.0,97.0
Pre-30s,57.0,51.0,358.0,4.7,84.0,896.0,94.0
Post-30s,70.0,71.0,187.0,2.5,56.0,432.0,81.0
Pre-30s,48.0,44.0,381.0,4.8,53.0,876.0,64.0
Pre-30s,54.0,46.0,384.0,5.7,77.0,982.0,73.0
Pre-30s,51.0,40.0,340.0,16.0,180.0,2960.0,112.0
Pre-30s,45.0,38.0,476.0,6.8,65.0,1215.0,97.0
Pre-30s,20.0,27.0,590.0,9.7,96.0,1266.0,464.0
Post-30s,56.0,53.0,316.0,3.8,57.0,609.0,213.0
Pre-30s,45.0,43.0,425.0,4.5,55.0,905.0,96.0
Post-30s,70.0,67.0,209.0,4.0,124.0,513.0,153.0
Pre-30s,55.0,50.0,270.0,6.5,118.0,1260.0,108.0
Pre-30s,53.0,47.0,420.0,4.7,78.0,879.0,98.0
Post-30s,68.0,68.0,238.0,2.8,69.0,458.0,91.0
Pre-30s,53.0,50.0,379.0,3.5,49.0,712.0,90.0
Post-30s,60.0,52.0,336.0,5.9,92.0,1015.0,80.0
Pre-30s,57.0,54.0,305.0,4.1,63.0,850.0,87.0
Pre-30s,69.0,65.0,256.0,3.0,67.0,424.0,81.0
